Level,WL,Hanzi,Pinyin,Sino_Vietnamese,Traditional,Freq,Examples,Viet_Meaning,English_Meaning,,,,,,,,,,,,,,,,,,,,,,,
7-9,,沛,pèi,"phái, bái",沛,1,充沛,"Bãi cỏ, chỗ vũng nước mọc cỏ, đất bỏ hoang mọc cỏ gọi là phái",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,佩,pèi,bội,佩,3,敬佩 佩服 钦佩,"Ðeo, đeo vàng ngọc làm đồ trang sức là bội",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,抨,pēng,"phanh, bình",抨,1,抨击,"Bẻ bắt, công kích",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,烹,pēng,phanh,烹,1,烹调,Nấu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,棚,péng,bằng,棚,1,大棚,"Gác, nhà rạp",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蓬,péng,bồng,蓬,2,蓬勃 朝气蓬勃,Cỏ bồng,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,鹏,péng,bằng,鵬,1,鹏程万里,Chim bằng,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,篷,péng,bồng,篷,1,帐篷,Mái giắt lá,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,膨,péng,bành,膨,1,膨胀,Bành hanh 膨脝 trương phềnh,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,捧,pěng,phủng,捧,3,吹捧 捧 捧场,Bưng,to clasp, to cup the hands, to hold up with both hands, to offer (esp. in cupped hands), to praise, to flatter,,,,,,,,,,,,,,,,,,
7-9,,劈,pī,phách,劈,1,劈,"Bổ, bửa ra",to hack, to chop, to split open, (of lightning) to strike,,,,,,,,,,,,,,,,,,,,
7-9,,疲,pí,bì,疲,5,精疲力竭 疲惫 疲惫不堪 疲倦 疲劳,Mỏi mệt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,辟,pì,"tích, tịch, phích, bễ, thí",闢,2,开辟 开天辟地,Vua,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,媲,pì,bễ,媲,1,媲美,Sánh ngang,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,僻,pì,tích,僻,2,僻静 偏僻,"Hẹp, cái gì không phải là bực chính đính thông đạt cùng noi gọi là tích 僻",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,譬,pì,thí,譬,2,譬如 譬如说,Ví dụ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,飘,piāo,phiêu,飄,1,飘,Thổi,variant of 飘,,,,,,,,,,,,,,,,,,,,,,,
7-9,,撇,piē,phiết,撇,1,撇,"Phẩy, nét phẩy",to cast away, to fling aside,,,,,,,,,,,,,,,,,,,,,,
7-9,,坪,píng,bình,坪,1,草坪,Chỗ đất bằng phẳng,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,萍,píng,bình,萍,1,萍水相逢,Bèo,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,颇,pǒ,"pha, phả",頗,1,颇,"Lệch, không bằng, không được bằng phẳng",surname Po, Taiwan pr. [Pǒ],,,,,,,,,,,,,,,,,,,,,,
7-9,,魄,pò,"phách, thác, bạc",魄,3,惊心动魄 魄力 气魄,Vía,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,剖,pōu,phẩu,剖,1,解剖,Phanh ra,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,仆,pū,phó,僕,1,公仆,Ngã,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,菩,pú,bồ,菩,1,菩萨,"Bồ đề 梵 dịch âm chữ Phạm bodhi, nghĩa là tỏ biết lẽ chân chính",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,朴,pǔ,phác,樸,5,纯朴 古朴 朴实 朴素 质朴,"Cây phác, vỏ nó dùng làm thuốc được gọi là hậu phác 厚朴",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,浦,pǔ,"phổ, phố",,0,,"Bến sông, ngạch sông đổ ra bể",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,谱,pǔ,"phổ, phả",譜,2,离谱儿 谱,"Phả, sổ chép về nhân vật và chia rành thứ tự",chart, list, table, register, score (music), spectrum (physics), to set to music,,,,,,,,,,,,,,,,,
7-9,,瀑,pù,bộc,瀑,1,瀑布,"Nước dốc, suối, nước chảy trên ghềnh xuống trông như tấm vải gọi là bộc bố 瀑布",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,栖,qī,"tê, thê",棲,1,两栖,Ðậu (chim đậu),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,凄,qī,thê,淒,1,凄凉,Tục dùng như chữ 淒,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,戚,qī,thích,戚,1,亲戚,Thương,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,漆,qī,"tất, thế",漆,1,漆,Sông Tất,"paint; lacquer; to paint (furniture, walls etc)",,,,,,,,,,,,,,,,,,,,,,,
7-9,,歧,qí,kỳ,歧,2,分歧 歧视,"Ðường rẽ, phàm sự vật gì phát sinh ra không được chính thẳng đều gọi là kỳ cả",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,祈,qí,kì,祈,1,祈祷,"Cầu cúng, cầu phúc",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,棋,qí,"kỳ, kí",棋,3,棋 棋子 下棋,"Cờ, một thứ trò chơi, hai bên bày quân đánh nhau",variant of 棋,,,,,,,,,,,,,,,,,,,,,,,
7-9,,乞,qǐ,"khất, khí",乞,3,乞丐 乞求 乞讨,Xin,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,岂,qǐ,"khởi, khải",豈,1,岂有此理,"Há, sao",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,迄,qì,hất,迄,2,迄今 迄今为止,Ðến,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,泣,qì,khấp,泣,2,可歌可泣 哭泣,"Khóc, khóc không ra tiếng gọi là khấp",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,契,qì,"khế, tiết, khiết, khất",契,3,默契 契机 契约,"Ước, làm văn tự để tin gọi là khế",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,砌,qì,thế,砌,1,堆砌,Thềm,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,掐,qiā,kháp,掐,1,掐,Bấm lấy móng tay vào gọi là kháp,to pick (flowers), to pinch, to nip, to pinch off, to clutch, (slang) to fight,,,,,,,,,,,,,,,,,,
7-9,,洽,qià,"hiệp, hợp",洽,2,洽谈 融洽,Hoà hiệp,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,虔,qián,kiền,虔,1,虔诚,Bền chặt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,钳,qián,kiềm,鉗,1,钳子,Cái kìm gắp,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,遣,qiǎn,"khiển, khán",遣,2,派遣 消遣,Phân phát đi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,谴,qiǎn,khiển,譴,1,谴责,Trách phạt (có tội bị trách phạt),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嵌,qiàn,khảm,嵌,1,镶嵌,Hõm vào,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,呛,qiāng,sang,嗆,2,够呛 呛,Chim ăn,to choke (because of swallowing the wrong way),,,,,,,,,,,,,,,,,,,,,,,
7-9,,腔,qiāng,"khang, xoang",腔,2,口腔 腔,"Xương rỗng, các loài động vật như sâu bọ, san hô gọi là khang tràng động vật 腔腸動物 loài động vật ruột rỗng",(bound form) cavity, tune, accent (in one's speech), (old) (classifier for carcasses of slaughtered livestock),,,,,,,,,,,,,,,,,,,,
7-9,,乔,qiáo,kiều,喬,1,乔装,Cao,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,侨,qiáo,kiều,僑,1,华侨,"Ở nhờ, đi ở nhờ làng khác hay nước khác gọi là kiều cư 僑居, kiều dân 僑民",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,俏,qiào,tiếu,俏,1,俊俏,Giống,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,窍,qiào,khiếu,竅,2,诀窍 窍门,Lỗ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,翘,qiào,kiều,翹,1,翘,Lông mã đuôi,outstanding, to raise,,,,,,,,,,,,,,,,,,,,,,
7-9,,撬,qiào,khiêu,撬,1,撬,"Cất lên, nâng lên",to lift, to pry open, to lever open,,,,,,,,,,,,,,,,,,,,,
7-9,,怯,qiè,khiếp,怯,1,胆怯,Sợ khiếp (nhát),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,窃,qiè,thiết,竊,2,盗窃 窃取,"Ăn cắp, ăn trộm",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,钦,qīn,khâm,欽,1,钦佩,Kính,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,秦,qín,tần,,0,,Nước Tần,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,禽,qín,cầm,禽,1,家禽,Loài chim,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,寝,qǐn,tẩm,寢,2,废寝忘食 寝室,Ngủ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,擎,qíng,kình,擎,1,引擎,"Vác, giơ cao",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,顷,qǐng,"khoảnh, khuynh, khuể",頃,1,公顷,Thửa ruộng trăm mẫu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,丘,qiū,"khâu, khiêu",丘,1,丘陵,"Cái gò, tức là đống đất nhỏ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,囚,qiú,tù,囚,1,囚犯,"Bỏ tù, bắt người có tội giam lại gọi là tù, người có tội cũng gọi là tù",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,驱,qū,khu,驅,2,驱动 驱逐,"Ruổi ngựa, đánh ngựa cho chạy nhanh",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,屈,qū,"khuất, quật",屈,2,屈服 委屈,"Cong, phàm sự gì cong không duỗi được đều gọi là khuất",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,躯,qū,khu,軀,1,身躯,"Thân thể, hình vóc",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,娶,qǔ,thú,娶,1,娶,Lấy vợ,to take a wife, to marry (a woman),,,,,,,,,,,,,,,,,,,,,,
7-9,,拳,quán,quyền,拳,3,拳 拳头 太极拳,Nắm tay lại,fist, boxing,,,,,,,,,,,,,,,,,,,,,,
7-9,,犬,quǎn,khuyển,犬,1,猎犬,Con chó,dog, Kangxi radical 94,,,,,,,,,,,,,,,,,,,,,,
7-9,,雀,què,tước,雀,1,鸦雀无声,Con chim sẻ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,壤,rǎng,nhưỡng,壤,1,土壤,Ðất mềm,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,攘,rǎng,nhương. Nhưỡng,攘,1,熙熙攘攘,"Lõng bắt lấy, ăn trộm",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嚷,rǎng,nhượng,嚷,1,嚷,"Dức lác, ầm ỹ",to shout, to bellow, to make a big deal of sth, to make a fuss about sth,,,,,,,,,,,,,,,,,,,,
7-9,,饶,ráo,nhiêu,饒,2,饶 饶恕,"Nhiều, đầy đủ",surname Rao,,,,,,,,,,,,,,,,,,,,,,,
7-9,,惹,rě,nhạ,惹,1,惹,Rước lấy,to provoke, to irritate, to vex, to stir up, to anger, to attract (troubles), to cause (problems),,,,,,,,,,,,,,,,,
7-9,,仁,rén,nhân,仁,2,见仁见智 仁慈,Nhân,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,韧,rèn,nhận,韌,2,坚韧 韧性,Mềm dai,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,溶,róng,dong,溶,1,溶解,Dong dong 溶溶 nước mông mênh,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,冗,rǒng,nhũng,冗,1,冗长,Cũng như chữ nhũng 宂,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,柔,róu,nhu,柔,3,柔和 柔软 温柔,"Mềm, mềm yếu, mềm mại",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,揉,róu,"nhu, nhụ",揉,1,揉,Thuận,to knead, to massage, to rub,,,,,,,,,,,,,,,,,,,,,
7-9,,儒,rú,nho,儒,2,儒家 儒学,Học trò,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,辱,rǔ,nhục,辱,2,耻辱 侮辱,"Nhục nhằn, hổ nhuốc",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瑞,ruì,thụy,瑞,1,瑞雪,"Tên chung của ngọc khuê ngọc bích, đời xưa dùng làm dấu hiệu cho nên gọi là thụy",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,撒,sā,"tát, tản",撒,2,撒 撒谎,"Tung ra, buông ra, tòe ra",to let go, to cast, to let loose, to discharge, to give expression to, (coll.) to pee,,,,,,,,,,,,,,,,,,
7-9,,萨,sà,tát,薩,1,菩萨,Bồ tát 菩薩,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,桑,sāng,tang,桑,2,沧桑 桑拿,"Cây dâu, lá dùng để chăn tằm, quả chín ăn ngon gọi là tang thẩm 桑葚",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嗓,sǎng,tảng,嗓,1,嗓子,Cổ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,骚,sāo,tao,騷,2,骚乱 骚扰,Quấy nhiễu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嫂,sǎo,tẩu,嫂,1,嫂子,Chị dâu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,臊,sāo,"tao, táo",臊,1,害臊,Mùi thịt tanh hôi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,僧,sēng,tăng,僧,1,僧人,"Sư nam, đàn ông đi tu đạp Phật gọi là tăng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,纱,shā,sa,紗,2,婚纱 纱,"Sa, lụa mỏng",cotton yarn, muslin,,,,,,,,,,,,,,,,,,,,,,
7-9,,砂,shā,sa,砂,1,砂糖,"Cát vàng, đá vụn, sỏi vụn gọi là sa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,鲨,shā,sa,鯊,1,鲨鱼,Cá sa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,厦,shà,hạ,廈,1,大厦,Cũng như chữ hạ 廈,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,筛,shāi,si,篩,2,筛 筛选,"Cái dần, cái sàng",(bound form) a sieve, to sieve, to sift, to filter, to eliminate through selection, to warm a pot of rice wine (over a fire or in hot water), to pour (wine or tea), (dialect) to strike (a gong),,,,,,,,,,,,,,,,
7-9,,删,shān,san,刪,2,删 删除,Lọc bỏ,to delete,,,,,,,,,,,,,,,,,,,,,,,
7-9,,煽,shān,phiến,煽,1,煽动,"Quạt lửa bùng lên, nói nghĩa bóng thì giúp người là ác gọi là cổ phiến 鼓煽, khuyên người làm ác gọi là phiến dụ 煽誘 hay phiến hoặc 煽惑, khuyên người làm loạn gọi là phiến loạn 煽亂",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,擅,shàn,thiện,擅,2,擅长 擅自,Chuyên,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,膳,shàn,thiện,膳,1,膳食,Cỗ ăn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,赡,shàn,thiệm,贍,1,赡养,Cấp giúp,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,捎,shāo,"sao, siếu",捎,1,捎,"Lướt qua, phẩy qua",to bring sth to sb, to deliver,,,,,,,,,,,,,,,,,,,,,,
7-9,,梢,shāo,"sao, tiêu",梢,1,树梢,"Ngọn cây, sự gì đã kết cục rồi gọi là thu sao 收梢",tip of branch,,,,,,,,,,,,,,,,,,,,,,,
7-9,,哨,shào,"tiếu, tiêu, sáo",哨,1,口哨,Méo miệng,a whistle, sentry,,,,,,,,,,,,,,,,,,,,,,
7-9,,奢,shē,xa,奢,2,奢侈 奢望,Xa xỉ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,慑,shè,nhiếp,懾,1,威慑,"Sợ nép, bị oai thế đè nén làm cho mất cả khí phách gọi là nhiếp",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,绅,shēn,thân,紳,1,绅士,Cái dải áo to,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,肾,shèn,thận,腎,1,肾,"Bồ dục, quả cật",kidney,,,,,,,,,,,,,,,,,,,,,,,
7-9,,渗,shèn,sấm,滲,2,渗 渗透,"Chảy, rỉ ra",to seep, to ooze, to horrify,,,,,,,,,,,,,,,,,,,,,
7-9,,绳,shéng,thằng,繩,1,绳子,"Dây, dùng gai hay tơ đánh thành dây gọi là thằng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,尸,shī,thi,屍,1,尸体,"Thần thi, ngày xưa cúng tế, dùng một đứa bé lên ngồi trên ngai để cho thần nương vào đấy gọi là thi, đời sau mới dùng tranh ảnh thay vào",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,狮,shī,sư,獅,1,狮子,Con sư tử,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蚀,shí,thực,蝕,1,腐蚀,Mặt trời mặt trăng bị ăn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,矢,shǐ,thỉ,矢,1,有的放矢,Cái tên,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,氏,shì,"thị, chi",氏,2,摄氏度 姓氏,"Họ, ngành họ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,侍,shì,thị,侍,1,侍候,Hầu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,逝,shì,thệ,逝,1,逝世,Đi không trở lại nữa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嗜,shì,thị,嗜,1,嗜好,Ham thích,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,誓,shì,thệ,誓,2,发誓 宣誓,Răn bảo,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,匙,shi,thi,匙,1,钥匙,Cái thìa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,兽,shòu,thú,獸,1,野兽,Giống muông (giống có bốn chân),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,抒,shū,trữ,抒,1,抒情,"Thảo ra, tuôn ra",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,枢,shū,xu,樞,1,枢纽,"Cái then cửa, cái chốt cửa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,梳,shū,sơ,梳,3,梳 梳理 梳子,Chải đầu,a comb, to comb,,,,,,,,,,,,,,,,,,,,,,
7-9,,疏,shū,"sơ, sớ",疏,4,疏导 疏忽 疏散 疏通,"Thông suốt, sự thực đúng lẽ phải gọi là sơ thông trí viễn 疏通致遠",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,赎,shú,thục,贖,1,赎,"Chuộc, đem tiền để chuộc tội gọi là thục",to redeem, to ransom,,,,,,,,,,,,,,,,,,,,,,
7-9,,署,shǔ,thự,署,2,部署 签署,Ðặt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蜀,shǔ,thục,,0,,"Lúc con ngài, con bướm con như con sâu nhỏ gọi là thục",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,曙,shǔ,thự,曙,1,曙光,"Rạng đông, sáng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,竖,shù,thụ,豎,2,横七竖八 竖,"Dựng đứng, thụ kỳ can 豎棋杆 dựng cột cờ",variant of 竖,,,,,,,,,,,,,,,,,,,,,,,
7-9,,恕,shù,thứ,恕,2,宽恕 饶恕,"Thứ, suy bụng ta ra bụng người, mình không muốn đừng bắt người phải chịu gọi là thứ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,墅,shù,thự,墅,1,别墅,"Ruộng, nhà, ngoài chỗ nhà ở lại làm riêng một chỗ để nghỉ ngơi gọi là biệt thự 別墅",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,耍,shuǎ,"sái, sọa",耍,3,耍 耍赖 玩耍,Ðùa bỡn,surname Shua,,,,,,,,,,,,,,,,,,,,,,,
7-9,,衰,shuāi,"suy, súy, thôi",衰,5,衰减 衰竭 衰老 衰弱 衰退,"Suy kém, trái lại với nghĩa chữ thịnh 盛",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,拴,shuān,thuyên,拴,1,拴,Kén chọn,to tie up,,,,,,,,,,,,,,,,,,,,,,,
7-9,,栓,shuān,xuyên,栓,1,血栓,"Cái then cửa, cái chốt cửa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,霜,shuāng,sương,霜,2,霜 雪上加霜,Sương (vì hơi nước bốc lên gặp lạnh dót lại từng hạt nhỏ thánh thót rơi xuống gọi là sương,frost, white powder or cream spread over a surface, frosting, (skin) cream,,,,,,,,,,,,,,,,,,,,
7-9,,瞬,shùn,thuấn,瞬,2,瞬间 一瞬间,Nháy mắt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,烁,shuò,thước,爍,1,闪烁,Chước thước 灼爍 sáng rực,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,丝,sī,ti,絲,5,粉丝 螺丝 丝 丝绸 丝毫,Tơ tằm,"silk; thread; trace; (cuisine) shreds or julienne strips; classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc",,,,,,,,,,,,,,,,,,,,,,,
7-9,,斯,sī,tư,斯,2,穆斯林 伊斯兰教,"Ghẽ ra, tách rời ra",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,撕,sī,"tê, ty",撕,1,撕,"Nhắc nhỏm, tỉnh thức, nghĩa là nhắc cho biết mà tỉnh lại",to tear,,,,,,,,,,,,,,,,,,,,,,,
7-9,,伺,cì,"tý, tứ",伺,2,伺候 伺机,"Dò xét, ta quen đọc là tứ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,祀,sì,tự,祀,1,祭祀,Tế,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,饲,sì,tự,飼,2,饲料 饲养,"Cho ăn, chăn nuôi",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,肆,sì,tứ,肆,2,大肆 放肆,"Cùng cực, rất, phóng túng, ý muốn thế nào cứ làm thích thế gọi là tứ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,耸,sǒng,tủng,聳,1,耸立,Cao vót,to excite, to raise up, to shrug, high, lofty, towering,,,,,,,,,,,,,,,,,,
7-9,,讼,sòng,tụng,訟,1,诉讼,"Kiện tụng, đem nhau lên quan mà tranh biện phải trái gọi là tụng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,宋,sòng,tống,,0,,Nước Tống,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,诵,sòng,tụng,誦,2,背诵 朗诵,"Tụng rành rọt, đọc sách lên giọng cho rành rọt gọi là tụng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,颂,sòng,tụng,頌,1,歌颂,"Khen, ca tụng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,艘,sōu,"tao, sưu",艘,1,艘,Chiếc thuyền,classifier for ships, Taiwan pr. [sāo],,,,,,,,,,,,,,,,,,,,,,
7-9,,嗽,sòu,thấu,嗽,1,咳嗽,Ho nhổ (ho có đờm),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,酥,sū,tô,酥,1,酥,Váng sữa,flaky pastry, crunchy, limp, soft, silky,,,,,,,,,,,,,,,,,,,
7-9,,溯,sù,tố,溯,1,追溯,Ngoi lên,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蒜,suàn,toán,蒜,1,蒜,Tỏi (loài rau thơm),garlic,,,,,,,,,,,,,,,,,,,,,,,
7-9,,髓,suǐ,tủy,髓,1,精髓,"Tủy, chất mỡ ở trong xương",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,遂,suì,toại,遂,1,遂心,Thoả thích,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,隧,suì,toại,隧,1,隧道,Ðường hầm,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,塌,tā,tháp,塌,4,倒塌 死心塌地 塌 一塌糊涂,Ðất trũng,to collapse, to droop, to settle down,,,,,,,,,,,,,,,,,,,,,
7-9,,胎,tāi,thai,胎,5,轮胎 胚胎 双胞胎 胎 胎儿,Có mang ba tháng gọi là thai,fetus, classifier for litters (of puppies etc), padding (in clothing or bedding), womb carrying a fetus, (fig.) origin, source, (loanword) tire,,,,,,,,,,,,,,,,,
7-9,,汰,tài,"thái, thải",汰,1,淘汰,Quá,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,泰,tài,thái,泰,1,泰斗,"To lớn, cùng nghĩa với chữ thái 太",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,贪,tān,tham,貪,4,贪 贪婪 贪玩儿 贪污,Ăn của đút,to have a voracious desire for, to covet, greedy, corrupt,,,,,,,,,,,,,,,,,,,,
7-9,,摊,tān,than,攤,1,摊,"Vuốt ra, lấy tay vuốt ra",to spread out, vendor's stand,,,,,,,,,,,,,,,,,,,,,,
7-9,,滩,tān,than,灘,2,海滩 沙滩,Ðất ven nước,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瘫,tān,than,癱,2,瘫 瘫痪,"Co quắp, tê liệt",paralyzed,,,,,,,,,,,,,,,,,,,,,,,
7-9,,坛,tán,đàn,壇,2,论坛 坛,Cái đàn,platform, rostrum, altar,,,,,,,,,,,,,,,,,,,,,
7-9,,痰,tán,đàm,痰,1,痰,Ðờm,phlegm, spittle,,,,,,,,,,,,,,,,,,,,,,
7-9,,潭,tán,đàm,潭,1,泥潭,"Cái đầm, đầm nước sâu",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,毯,tǎn,thảm,毯,2,地毯 毯子,Cái đệm lông,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,炭,tàn,thán,炭,2,煤炭 炭,Than,wood charcoal, coal,,,,,,,,,,,,,,,,,,,,,,
7-9,,唐,táng,đường,,0,,"Nói khoác, nói không có đầu mối gì gọi là hoang đường 荒唐, không chăm nghề nghiệp chính đính cũng gọi là hoang đường",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,塘,táng,đường,塘,1,池塘,Cái đê,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,膛,táng,thang,膛,1,胸膛,Nơi trống không ở trong mình người,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,倘,tǎng,thảng,倘,1,倘若,Ví,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,淌,tǎng,thảng,淌,2,流淌 淌,Sóng to,to drip, to trickle, to shed (tears),,,,,,,,,,,,,,,,,,,,,
7-9,,烫,tàng,năng,燙,1,烫,Bỏng lửa,to scald, to burn (by scalding), to blanch (cooking), to heat (sth) up in hot water, to perm, to iron, scalding hot,,,,,,,,,,,,,,,,,
7-9,,涛,tāo,đào,濤,1,波涛,Sóng cả,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,滔,tāo,"thao, đào",滔,1,滔滔不绝,"Thao thao 滔滔 mông mênh, nước chảy cuồn cuộn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,陶,táo,"đào, giao",陶,4,陶瓷 陶冶 陶醉 熏陶,Đồ sành,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,淘,táo,đào,淘,3,淘 淘气 淘汰,Vo gạo,to wash, to clean out, to cleanse, to eliminate, to dredge,,,,,,,,,,,,,,,,,,,
7-9,,腾,téng,đằng,騰,4,沸腾 热腾腾 腾 折腾,Ngựa nhảy chồm,(bound form) to gallop, to prance, (bound form) to soar, to hover, to make room, to clear out, to vacate, (verb suffix indicating repeated action),,,,,,,,,,,,,,,,
