Level,WL,Hanzi,Pinyin,Sino_Vietnamese,Traditional,Freq,Examples,Viet_Meaning,English_Meaning,,,,,,,,,,,,,,,,,,,,,,,
7-9,,藤,téng,đằng,藤,1,藤椅,"Bụi cây quấn quít, loài thực vật thân cây mọc từng bụi",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,剔,tī,dịch,剔,2,剔除 挑剔,"Gỡ, xé",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,屉,tì,thế,屜,1,抽屉,Cái giát cỏ lót trong giầy dép,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,剃,tì,thế,剃,1,剃,Cắt tóc,to shave,,,,,,,,,,,,,,,,,,,,,,,
7-9,,涕,tì,thế,涕,1,鼻涕,Nước mắt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,惕,tì,dịch,惕,1,警惕,Kính sợ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,舔,tiǎn,thiểm,舔,1,舔,"Liếm, thè lưỡi ra liếm",to lick, to lap,,,,,,,,,,,,,,,,,,,,,,
7-9,,帖,tiē,thiếp,帖,2,请帖 帖子,Lấy lụa viết chữ vào lụa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,廷,tíng,đình,廷,1,宫廷,"Triều đình, chỗ phát chánh lệnh cho cả nước theo gọi là đình",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,亭,tíng,đình,亭,1,报亭,"Cái đình, bên đường làm nhà cho khách qua lại trọ gọi là quá nhai đình 過街亭",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,艇,tǐng,đĩnh,艇,1,潜艇,"Cái thoi, thứ thuyền nhỏ mà dài",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,桶,tǒng,dũng,桶,2,马桶 桶,Cái thùng gỗ vuông,bucket, (trash) can, barrel (of oil etc),,,,,,,,,,,,,,,,,,,,,
7-9,,筒,tǒng,đồng,筒,2,话筒 筒,"Ống tre, ống trúc, phàm vật gì tròn mà trong có lỗ đều gọi là đồng cả",tube, cylinder, to encase in sth cylindrical (such as hands in sleeves etc),,,,,,,,,,,,,,,,,,,,,
7-9,,凸,tū,đột,凸,2,凸 凸显,Lồi,to stick out, protruding, convex, male (connector etc), Taiwan pr. [tú],,,,,,,,,,,,,,,,,,,
7-9,,秃,tū,ngốc,禿,1,秃,"Trụi, hói, người không có tóc gọi là ngốc",bald, blunt,,,,,,,,,,,,,,,,,,,,,,
7-9,,涂,tú,đồ,塗,3,糊涂 涂 一塌糊涂,"Ðường, cùng nghĩa với chữ đồ 塗",to apply (paint etc), to smear, to daub, to blot out, to scribble, to scrawl, (literary) mud, street,,,,,,,,,,,,,,,,
7-9,,屠,tú,"đồ, chư",屠,1,屠杀,"Mỗ, giết",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,颓,tuí,đồi,頹,1,颓废,Sụt lở,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,屯,tún,"truân, đồn",屯,1,屯,"Khó, khó tiến lên được gọi là truân chiên 屯邅",to station (soldiers), to store up, village,,,,,,,,,,,,,,,,,,,,,
7-9,,驮,tuó,"đà, đạ",馱,1,驮,"Ngựa cõng (đồ xếp trên lưng ngựa), ngựa thồ",variant of 驮,,,,,,,,,,,,,,,,,,,,,,,
7-9,,妥,tuǒ,thỏa,妥,5,妥 妥当 妥善 妥协 稳妥,Yên,suitable, adequate, ready, settled,,,,,,,,,,,,,,,,,,,,
7-9,,拓,tuò,"thác, tháp",拓,3,开拓 拓宽 拓展,"Nâng, lấy tay nâng đồ lên gọi là thác, nay thông dụng chữ thác 扥",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,唾,tuò,thóa,唾,1,唾液,"Nhổ, nhổ nước dãi đi gọi là thóa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蛙,wā,oa,蛙,1,青蛙,"Một giống động vật có xương sống, ở được cả nước cả cạn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瓦,wǎ,ngõa,瓦,1,瓦,Ngói,roof tile, abbr. for 特,,,,,,,,,,,,,,,,,,,,,,
7-9,,歪,wāi,"oai, oa",歪,2,歪 歪曲,Méo lệch,askew, at a crooked angle, devious, noxious, (coll.) to lie on one's side,,,,,,,,,,,,,,,,,,,
7-9,,丸,wán,hoàn,丸,2,定心丸 丸,"Viên, phàm vật gì nhỏ mà tròn đều gọi là hoàn",ball, pellet, pill,,,,,,,,,,,,,,,,,,,,,
7-9,,挽,wǎn,vãn,挽,3,挽 挽回 挽救,Kéo lại,to pull, to draw (a cart or a bow), to roll up, to coil, to carry on the arm, to lament the dead, (fig.) to pull against, to recover,,,,,,,,,,,,,,,,
7-9,,惋,wǎn,"oản, uyển",惋,1,惋惜,"Hãi hùng, ân hận",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,婉,wǎn,uyển,婉,1,委婉,Nhún thuận,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,腕,wàn,oản,腕,2,大腕儿 手腕,Cổ tay,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,汪,wāng,uông,汪,1,汪洋,Sâu rộng,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,枉,wǎng,uổng,枉,1,冤枉,"Tà, cong",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,妄,wàng,vọng,妄,1,妄想,"Sằng, càn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,纬,wěi,vĩ,緯,1,纬度,Sợi ngang,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,萎,wēi,nuy,萎,1,萎缩,"Héo, cây cỏ héo",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,畏,wèi,úy,畏,2,畏惧 畏缩,"Sợ, sự gì chưa xảy ra cũng tưởng tượng cũng đáng sợ gọi là cụ 懼, sự đã xảy đến phải nhận là đáng sợ gọi là úy 畏",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,魏,wèi,ngụy,,0,,Cao,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瘟,wēn,ôn,瘟,1,瘟疫,"Bệnh ôn dịch, bệnh truyền nhiễm gọi là ôn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,纹,wén,văn,紋,1,花纹,"Vân, vằn gấm vóc",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蚊,wén,văn,蚊,2,蚊帐 蚊子,Con muỗi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,吻,wěn,vẫn,吻,2,吻 吻合,Mép,kiss, to kiss, mouth,,,,,,,,,,,,,,,,,,,,,
7-9,,紊,wěn,vặn,紊,1,紊乱,Rối,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,翁,wēng,ông,翁,1,富翁,"Cha, mình gọi cha người khác, gọi là tôn ông 尊翁",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,涡,wō,"qua, oa",渦,1,旋涡,Sông Qua,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,窝,wō,oa,窩,1,窝,"Ở lỗ, ở ổ",nest, pit or hollow on the human body, lair, den, place, to harbor or shelter, to hold in check, to bend, classifier for litters and broods,,,,,,,,,,,,,,,
7-9,,沃,wò,ốc,沃,1,肥沃,"Rót vào, bón tưới, lấy chất lỏng đặc nồng béo rót vào gọi là ốc",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,巫,wū,vu,巫,1,巫婆,"Ðồng cốt, kẻ cầu cúng cho người gọi là vu",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,呜,wū,ô,嗚,1,呜咽,Ô hô 嗚呼 than ôi ! 2 : Ô ô 嗚嗚 tiếng hát ô ố,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,吴,wú,ngô,,0,,Tục dùng như chữ ngô 呉,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,侮,wǔ,vũ,侮,1,侮辱,Khinh nhờn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,勿,wù,vật,勿,1,勿,Chớ,do not,,,,,,,,,,,,,,,,,,,,,,,
7-9,,晤,wù,ngộ,晤,1,会晤,"Gặp, đối, cùng gặp mặt nhau gọi là ngộ diện 晤面",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,雾,wù,vụ,霧,1,雾,"Sương mù, nguyên nhân cũng như mây, xa đất là vân 雲 mây, gần đất là vụ 霧 mù",fog, mist,,,,,,,,,,,,,,,,,,,,,,
7-9,,昔,xī,tích,昔,1,昔日,"Xưa, trước",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,晰,xī,tích,晰,1,清晰,"Sáng, rõ ràng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,稀,xī,hi,稀,4,稀 稀罕 稀奇 稀少,Thưa thớt,rare, uncommon, watery, sparse,,,,,,,,,,,,,,,,,,,,
7-9,,锡,xī,tích,錫,1,锡,"Thiếc (Stannum, St), sắc trắng như bạc, chất mềm chóng chảy, vì thế nên người ta hay dùng để tráng mặt đồ đồng đồ sắt cho đẹp",tin (chemistry), to bestow, to confer, to grant, Taiwan pr. [xí],,,,,,,,,,,,,,,,,,,
7-9,,溪,xī,khê,溪,1,小溪,"Khe, dòng nước trong núi không thông ra đâu gọi là khê",creek, rivulet,,,,,,,,,,,,,,,,,,,,,,
7-9,,熄,xī,tức,熄,1,熄火,"Dập lửa, tắt lửa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,膝,xī,tất,膝,1,膝盖,Ðầu gối,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嬉,xī,hi,嬉,1,嬉笑,"Ðùa bỡn, chơi",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,袭,xí,tập,襲,3,抄袭 世袭 袭击,"Áo lót, một bộ quần áo gọi là nhất tập 一襲",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,媳,xí,tức,媳,1,媳妇,Con dâu,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,隙,xì,khích,隙,2,间隙 空隙,Cái lỗ hổng trên tường trên vách,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,虾,xiā,hà,蝦,1,虾,Con tôm,used in 虾蟆,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瞎,xiā,hạt,瞎,1,瞎,Mù lòa,blind, groundlessly, foolishly, to no purpose,,,,,,,,,,,,,,,,,,,,
7-9,,侠,xiá,hiệp,俠,1,侠义,"Hào hiệp, lấy quyền lấy sức mà giúp người gọi là hiệp 俠",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,峡,xiá,"hạp, giáp",峽,2,海峡 峡谷,Chỗ mỏm núi thè vào trong nước gọi là hạp,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,狭,xiá,hiệp,狹,3,狭隘 狭小 狭窄,Hẹp (trái lại với tiếng rộng),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,辖,xiá,hạt,轄,1,管辖,"Cái đinh chốt xe, cái chốt cắm ngoài đầu trục cho bánh xe không trụt ra được",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,霞,xiá,hà,霞,1,彩霞,"Ráng, trong khoảng trời không thâm thấp có khí mù, lại có bóng mặt trời xiên ngang thành các màu rực rỡ, thường thấy ở lúc mặt trời mới mọc hay mới lặn gọi là ráng",rose-tinted sky or clouds at sunrise or sunset,,,,,,,,,,,,,,,,,,,,,,,
7-9,,仙,xiān,tiên,仙,3,神仙 仙鹤 仙女,"Tiên, nhà đạo sĩ luyện thuốc trừ cơm tu hành, cầu cho sống mãi không chết gọi là tiên 仙",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,纤,xiān,tiêm,纖,2,化纤 纤维,"Nhỏ, thứ lụa nhỏ mặt gọi là tiêm, vì thế nên vật gì nhỏ mọn đều gọi là tiêm",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,掀,xiān,"hiên, hân",掀,2,掀 掀起,"Xốc lên, nhấc lên",to lift (a lid), to rock, to convulse,,,,,,,,,,,,,,,,,,,,,
7-9,,贤,xián,hiền,賢,1,圣贤,"Hiền, đức hạnh tài năng hơn người gọi là hiền",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,弦,xián,huyền,弦,2,扣人心弦 弦,Dây cung,bow string, string of musical instrument, watchspring, chord (segment of curve), hypotenuse,,,,,,,,,,,,,,,,,,,
7-9,,衔,xián,hàm,銜,2,头衔 衔接,Cái hàm thiết ngựa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,宪,xiàn,hiến,憲,1,宪法,"Pháp, yết các điều pháp luật lên cho người biết mà theo gọi là hiến, nước nào lấy pháp luật mà trị nước gọi là lập hiến quốc 立憲國",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,馅,xiàn,hãm,餡,1,馅儿,Nhân bánh,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,羡,xiàn,tiện,羨,1,羡慕,"Tham muốn, lòng ham thích cái gì gọi là tiện",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,腺,xiàn,tuyến,腺,1,腺,Trong thể xác các động vật chỗ nào bật chất nước ra gọi là tuyến,gland,,,,,,,,,,,,,,,,,,,,,,,
7-9,,厢,xiāng,sương,廂,1,车厢,"Cái trái nhà, hai gian nhỏ ở hai đầu nhà gọi là sương",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,镶,xiāng,tương,鑲,2,镶 镶嵌,Các vật hòa hợp với nhau,to inlay, to embed, ridge, border,,,,,,,,,,,,,,,,,,,,
7-9,,翔,xiáng,tường,翔,1,飞翔,Liệng quanh,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,巷,xiàng,hạng,巷,1,大街小巷,"Ngõ tắt, ngõ đi tắt ở trong làng gọi là hạng",lane, alley,,,,,,,,,,,,,,,,,,,,,,
7-9,,橡,xiàng,tượng,橡,2,橡胶 橡皮,"Cây dẻ, hạt dẻ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,肖,xiào,"tiếu, tiêu",肖,1,肖像,Giống,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,削,xuē,tước,削,3,剥削 削 削弱,Vót,to peel with a knife, to pare, to cut (a ball at tennis etc),,,,,,,,,,,,,,,,,,,,,
7-9,,宵,xiāo,tiêu,宵,2,通宵 元宵节,Ðêm,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,萧,xiāo,tiêu,蕭,1,萧条,"Cỏ tiêu, cỏ hao",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,潇,xiāo,tiêu,瀟,1,潇洒,Tiêu tiêu 瀟瀟 gió táp mưa xa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,淆,xiáo,hào,淆,1,混淆,"Lẫn lộn, rối loạn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,孝,xiào,hiếu,孝,2,孝敬 孝顺,"Thảo, con thờ cha mẹ hết lòng gọi là hiếu",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,邪,xié,"tà, da",邪,3,改邪归正 邪 邪恶,"Lệch, cong",old variant of 邪,,,,,,,,,,,,,,,,,,,,,,,
7-9,,挟,xié,"hiệp, tiệp",挾,1,挟持,"Cắp, xốc nách cho đi đứng được là hiệp",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,携,xié,huề,攜,2,携带 携手,Tục dùng như chữ huề 攜,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,泄,xiè,"tiết, duệ",洩/泄,7,发泄 泄 泄漏 泄露 泄密,"Tiết lộ ra, phát tiết ra",variant of 泄,,,,,,,,,,,,,,,,,,,,,,,
7-9,,泻,xiè,tả,瀉,2,腹泻 泻,"Dốc xuống, chảy như rót xuống",to flow out swiftly, to flood, a torrent, diarrhea, laxative,,,,,,,,,,,,,,,,,,,
7-9,,卸,xiè,tá,卸,2,推卸 卸,"Tháo, cởi",to unload, to unhitch, to remove or strip, to get rid of,,,,,,,,,,,,,,,,,,,,
7-9,,屑,xiè,tiết,屑,1,不屑,Mạt vụn,bits, fragments, crumbs, filings, trifling, trivial, to condescend to,,,,,,,,,,,,,,,,,
7-9,,懈,xiè,giải,懈,2,不懈 坚持不懈,Trễ lười,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,芯,xīn,tâm,芯,1,芯片,Bấc đèn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,馨,xīn,hinh,馨,1,温馨,Thơm lừng,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,衅,xìn,hấn,釁,1,挑衅,Cũng như chữ hấn 釁,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,猩,xīng,tinh,猩,1,猩猩,Tinh tinh 猩猩 con đười ươi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,腥,xīng,tinh,腥,1,腥,Thịt sống,fishy (smell),,,,,,,,,,,,,,,,,,,,,,,
7-9,,刑,xíng,hình,刑,1,刑法,Hình phạt,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,汹,xiōng,hung,洶,1,汹涌,"Hung dũng 洶湧 nước chảy ầm ầm, nước réo",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,羞,xiū,tu,羞,3,害羞 恼羞成怒 羞愧,Dâng đồ ăn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,朽,xiǔ,hủ,朽,1,腐朽,"Gỗ mục, phàm vật gì thối nát đều gọi là hủ cả",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,绣,xiù,tú,繡,2,刺绣 绣,Ðủ cả năm mùi,variant of 绣,,,,,,,,,,,,,,,,,,,,,,,
7-9,,锈,xiù,tú,鏽,1,锈,Chất rỉ của các loài kim đùn ra ngoài,variant of 锈,,,,,,,,,,,,,,,,,,,,,,,
7-9,,嗅,xiù,khứu,嗅,1,嗅觉,Ngửi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,墟,xū,khư,墟,1,废墟,"Cái gò lớn, cũng có khi gọi nấm mả khư mộ 墟墓",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,徐,xú,từ,徐,1,徐徐,Ði thong thả,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,旭,xù,húc,旭,1,旭日,Bóng sáng mặt trời mới mọc,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,叙,xù,tự,敘,1,叙述,Cũng như chữ 敘,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,恤,xù,tuất,卹,1,抚恤,Cấp giúp,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,酗,xù,"hú, húng",酗,1,酗酒,"Say rượu làm càn, nát rượu",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,絮,xù,nhứ,絮,1,絮叨,"Cho kén vào nước sôi rồi gỡ ra chỗ nào săn đẹp gọi là miên 綿, chỗ nào sù sì gọi là nhứ 絮",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,蓄,xù,súc,蓄,3,储蓄 含蓄 积蓄,Dành chứa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,喧,xuān,huyên,喧,2,喧哗 喧闹,Dức lác,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,玄,xuán,huyền,玄,2,玄 玄机,"Ðen, sắc đen mà không có màu mỡ gọi là huyền",black, mysterious,,,,,,,,,,,,,,,,,,,,,,
7-9,,炫,xuàn,huyễn,炫,1,炫耀,Rực rỡ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,靴,xuē,ngoa,靴,1,靴子,Cũng như chữ ngoa 鞾,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,穴,xué,huyệt,穴,1,穴位,"Hang, ngày xưa đào hang ở gọi là huyệt cư 穴居",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,勋,xūn,huân,勛,1,勋章,Cũng như chữ 勳,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,熏,xūn,huân,熏/薰,2,熏 熏陶,Hun (khói lửa bốc lên),to smoke, to fumigate, to assail the nostrils, to perfume,,,,,,,,,,,,,,,,,,,,
7-9,,旬,xún,"tuần, quân",旬,3,上旬 下旬 中旬,"Tuần, mười ngày gọi là một tuần, một tháng có ba tuần",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,巡,xún,tuần,巡,1,巡逻,"Ði tuần, đi xem xét khu đất mình cai trị gọi là tuần",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,汛,xùn,tấn,汛,1,防汛,Nước tràn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,驯,xùn,tuần,馴,1,驯,"Quen, lành",to attain gradually, to tame, Taiwan pr. [xún],,,,,,,,,,,,,,,,,,,,,
7-9,,逊,xùn,tốn,遜,2,谦逊 逊色,"Trốn, lẩn",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,丫,yā,nha,丫,1,丫头,"Xòe, phàm vật gì trên phân từng trạnh xòe ra gọi là nha 丫",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,鸦,yā,nha,鴉,1,鸦雀无声,Con quạ khoang,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,芽,yá,nha,芽,2,萌芽 芽,Mầm,bud, sprout,,,,,,,,,,,,,,,,,,,,,,
7-9,,崖,yá,nhai,崖,1,悬崖,"Ven núi, cũng như chữ nhai 厓",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,涯,yá,nhai,涯,1,生涯,"Bờ bến, cái gì vô cùng vô tận gọi là vô nhai 無涯",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,哑,yǎ,"ách, á, nha",啞,1,哑,Ách ách 啞啞 tiếng cười sằng sặc,(onom.) sound of cawing, sound of infant learning to talk, variant of 呀,,,,,,,,,,,,,,,,,,,,,
7-9,,雅,yǎ,nhã,雅,3,高雅 文雅 优雅,"Chính, một lối thơ ca dùng vào nhạc ngày xưa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,讶,yà,nhạ,訝,1,惊讶,Ngờ lạ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,咽,yàn,"yết, yến, ế",咽/嚥,3,呜咽 咽喉 咽,Cổ họng,throat, pharynx, narrow pass,,,,,,,,,,,,,,,,,,,,,
7-9,,淹,yān,"yêm, yểm",淹,1,淹,Ngâm nước,to flood, to submerge, to drown, to irritate the skin (of liquids), to delay,,,,,,,,,,,,,,,,,,,
7-9,,岩,yán,nham,岩,1,岩石,"Ðá nham, một chất lẫn cả đá cát để làm thành vỏ đất bọc quả địa cầu",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,衍,yǎn,"diễn, diên",衍,1,衍生,Nước chảy giàn giụa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,掩,yǎn,yểm,掩,3,掩盖 掩护 掩饰,"Bưng, ngậm, min, đóng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,雁,yàn,nhạn,雁,1,大雁,Chim nhạn,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,焰,yàn,diễm,焰,2,火焰 焰火,"Ngọn lửa, ánh lửa",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,燕,yàn,"yến, yên",燕,1,燕子,Chim yến,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,殃,yāng,ương,殃,1,遭殃,"Tai nạn, vạ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,秧,yāng,ương,秧,1,秧歌,"Mạ, gieo hạt thóc giống mọc mầm lên gọi là ương",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,杨,yáng,dương,楊,1,杨树,"Cây dương, cũng giống cây liễu, có một thứ gọi là bạch dương 白楊 dùng làm que diêm",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,痒,yǎng,dương,癢,1,痒,Ốm,variant of 痒, to itch, to tickle,,,,,,,,,,,,,,,,,,,,,
7-9,,漾,yàng,dạng,漾,1,荡漾,Nước sóng sánh,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,妖,yāo,yêu,妖,1,妖怪,Ðẹp (mĩ miều),,,,,,,,,,,,,,,,,,,,,,,,
7-9,,窑,yáo,diêu,窯,1,窑,Tục dùng như chữ diêu 窯,kiln, oven, coal pit, cave dwelling, (coll.) brothel,,,,,,,,,,,,,,,,,,,
7-9,,遥,yáo,"diêu, dao",遙,2,遥控 遥远,Xa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,钥,yào,thược,鑰,1,钥匙,Cái chìa khóa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,椰,yē,gia,椰,1,椰子,Cây dừa,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,冶,yě,dã,冶,1,陶冶,Ðúc,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,伊,yī,y,伊,1,伊斯兰教,"Kia, ấy",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,夷,yí,di,夷,1,化险为夷,Rợ mọi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,怡,yí,di,怡,1,怡然自得,"Vui vẻ, dễ dàng",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,矣,yǐ,hĩ,矣,1,矣,"Vậy, lời nói dứt câu","classical final particle, similar to modern 了",,,,,,,,,,,,,,,,,,,,,,,
7-9,,倚,yǐ,ỷ,倚,1,倚,Nhân,to lean on, to rely upon,,,,,,,,,,,,,,,,,,,,,,
7-9,,屹,yì,ngật,屹,1,屹立,"Ngật ngật 屹屹 cao chót vót, người đứng một mình không cầu đến ai gọi là ngật nhiên bất động 屹然不動",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,亦,yì,diệc,亦,2,不亦乐乎 亦,"Cũng, tiếng giúp lời nói",also,,,,,,,,,,,,,,,,,,,,,,,
7-9,,抑,yì,ức,抑,5,压抑 抑扬顿挫 抑郁 抑郁症 抑制,Ðè nén,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,役,yì,dịch,役,1,退役,Ði thú ngoài biên thùy,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,绎,yì,dịch,繹,2,络绎不绝 演绎,"Gỡ mối tơ, tìm cho hết manh mối cũng gọi là dịch",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,弈,yì,dịch,弈,1,对弈,Ðánh cờ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,疫,yì,dịch,疫,4,防疫 免疫 瘟疫 疫苗,"Bệnh ôn dịch, bệnh nào có thể lây ra mọi người được gọi là dịch",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,逸,yì,dật,逸,1,安逸,Lầm lỗi,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,裔,yì,duệ,裔,2,后裔 华裔,Ðất ngoài biên thuỳ,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,溢,yì,dật,溢,2,洋溢 溢,Ðầy tràn,to overflow, (literary) excessive, old variant of 镒,,,,,,,,,,,,,,,,,,,,,
7-9,,毅,yì,nghị,毅,3,刚毅 毅力 毅然,"Quả quyết, cứng cỏi, quyết chí không ai lay động được gọi là nghị lực 毅力",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,翼,yì,dực,翼,2,不翼而飞 小心翼翼,"Cánh chim, chỗ cánh mọc lông ra để bay gọi là dực",surname Yi, alternative name for 绛 capital of the Jin State during the Spring and Autumn Period (770-475 BC),,,,,,,,,,,,,,,,,,,,,,
7-9,,荫,yīn,ấm,蔭,1,树荫,"Bóng cây, bóng rợp",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,姻,yīn,nhân,姻,1,婚姻,Nhà trai,,,,,,,,,,,,,,,,,,,,,,,,
7-9,,殷,yīn,"ân, an, ẩn",殷,1,殷勤,"Thịnh, đầy đủ",,,,,,,,,,,,,,,,,,,,,,,,
7-9,,瘾,yǐn,ẩn,癮,3,过瘾 上瘾 瘾,"Mắc nghiện, nghiện một thứ gì thành quen không không thể bỏ được gọi là ẩn",addiction, craving,,,,,,,,,,,,,,,,,,,,,,
7-9,,婴,yīng,anh,嬰,1,婴儿,Con trẻ mới đẻ gọi là anh,,,,,,,,,,,,,,,,,,,,,,,,
